"열린동물병원","대구광역시 동구 아양로 17 (신암동)","952-7227",
"한국","전라북도 고창군 고창읍 중앙로 321","564-1629",
"고창중앙 동물병원","전라북도 고창군 고창읍 중앙로 175","563-4245",
"고창","전라북도 고창군 고창읍 동리로 137","561-0561",
"상하","전라북도 고창군 상하면 상하로 33","563-1323",
"모양동물병원","전라북도 고창군 고창읍 고인돌대로 1672-3",
"고창부안축협동물병원","전라북도 고창군 흥덕면 부안로 423","561-2480",
"한사랑동물병원","전라북도 고창군 고창읍 보릿골로 138","063-562-9154",
"한길동물병원","전라북도 고창군 흥덕면 선운대로 3771",
"치산동물병원","전라북도 고창군 고창읍 보릿골로 30-1",
"옥산가축병원","경상북도 상주시 공성면 공성중앙로 135",
"청리가축병원","경상북도 상주시 청리면 원장수상길 23","532-6117",
"모서동물병원","경상북도 상주시 모서면 중화로 870","533-2123",
"화령동물병원","경상북도 상주시 화서면 화령로 58","533-0028",
"공검가축병원","경상북도 상주시 공검면 양정2길 5","541-1157",
"상주동물병원","경상북도 상주시 중앙로 160 (남성동)",
"함창가축병원","경상북도 상주시 함창읍 함창시장1길 29","541-3124",
"경북종합동물병원","경상북도 상주시 함창읍 함창중앙로 81","541-0304",
"상주축협 동물병원","경상북도 상주시 상산로 313 (서문동)","054-530-5117",
"가람동물병원","경상북도 상주시 중앙로 271 (복룡동)","535-4123",
"고려동물병원","경상북도 상주시 왕산로 152 (남성동)","536-3675",
"한빛동물병원","경상북도 상주시 영남제일로 1368 (외답동)",
"백두동물병원","경상북도 상주시 공성면 공성중앙로 24",
"대성동물병원","경상북도 상주시 삼백로 162 (서성동)",
"경북대학교 수의과대학 부속동물병원(분원)","경상북도 상주시 경상대로 2559 (가장동)","054-530-1970",
"그린종합동물병원","경상북도 상주시 왕산로 92 (남성동)",
"임동가축병원","경상북도 안동시 임동면 챗거리길 39",
"구담가축병원","경상북도 안동시 풍천면 구담배나들길 42-1",
"경북가축병원","경상북도 안동시 제비원로 172 (금곡동)",
"대구가축병원","경상북도 안동시 옥서1길 70, 104동 703호 (옥동, 호반 베르디움)","054-858-2233",
"한길동물병원","전라북도 고창군 흥덕면 선운대로 3771",
"치산동물병원","전라북도 고창군 고창읍 보릿골로 30-1",
"옥산가축병원","경상북도 상주시 공성면 공성중앙로 135",
"청리가축병원","경상북도 상주시 청리면 원장수상길 23","532-6117",
"모서동물병원","경상북도 상주시 모서면 중화로 870","533-2123",
"화령동물병원","경상북도 상주시 화서면 화령로 58","533-0028",
"공검가축병원","경상북도 상주시 공검면 양정2길 5","541-1157",
"상주동물병원","경상북도 상주시 중앙로 160 (남성동)",
"함창가축병원","경상북도 상주시 함창읍 함창시장1길 29","541-3124",
"경북종합동물병원","경상북도 상주시 함창읍 함창중앙로 81","541-0304",
"상주축협 동물병원","경상북도 상주시 상산로 313 (서문동)","054-530-5117",
"가람동물병원","경상북도 상주시 중앙로 271 (복룡동)","535-4123",
"고려동물병원","경상북도 상주시 왕산로 152 (남성동)","536-3675",
"한빛동물병원","경상북도 상주시 영남제일로 1368 (외답동)",
"백두동물병원","경상북도 상주시 공성면 공성중앙로 24",
"대성동물병원","경상북도 상주시 삼백로 162 (서성동)",
"경북대학교 수의과대학 부속동물병원(분원)","경상북도 상주시 경상대로 2559 (가장동)","054-530-1970",
"그린종합동물병원","경상북도 상주시 왕산로 92 (남성동)",
"임동가축병원","경상북도 안동시 임동면 챗거리길 39",
"구담가축병원","경상북도 안동시 풍천면 구담배나들길 42-1",
"경북가축병원","경상북도 안동시 제비원로 172 (금곡동)",
"대구가축병원","경상북도 안동시 옥서1길 70, 104동 703호 (옥동, 호반 베르디움)","054-858-2233",
"연합가축병원","경상북도 안동시 제비원로 135 (당북동)","054-853-6676",
"황동물병원","경상북도 안동시 제비원로 109 (당북동)","054-853-6675",
"보우종합동물병원","경상북도 안동시 제비원로 289-1 (안기동)","855-7100",
"안동봉화축협동물병원","경상북도 안동시 광석1길 17 (광석동)","858-8530",
"영민동물병원","경상북도 안동시 경북대로 555 (송현동)","054-858-8575",
"신세계동물병원","경상북도 안동시 퇴계로 127 (명륜동)","054-858-7553",
"서울종합동물병원","경상북도 안동시 제비원로 118 (옥야동)","853-8008",
"보경종합동물병원","경상북도 안동시 제비원로 113-16, 333동 120호 (당북동)","841-0025",
"함창가축병원","경상북도 상주시 함창읍 함창시장1길 29","541-3124",
"경북종합동물병원","경상북도 상주시 함창읍 함창중앙로 81","541-0304",
"상주축협 동물병원","경상북도 상주시 상산로 313 (서문동)","054-530-5117",
"가람동물병원","경상북도 상주시 중앙로 271 (복룡동)","535-4123",
"고려동물병원","경상북도 상주시 왕산로 152 (남성동)","536-3675",
"한빛동물병원","경상북도 상주시 영남제일로 1368 (외답동)",
"백두동물병원","경상북도 상주시 공성면 공성중앙로 24",
"대성동물병원","경상북도 상주시 삼백로 162 (서성동)",
"경북대학교 수의과대학 부속동물병원(분원)","경상북도 상주시 경상대로 2559 (가장동)","054-530-1970",
"그린종합동물병원","경상북도 상주시 왕산로 92 (남성동)",
"임동가축병원","경상북도 안동시 임동면 챗거리길 39",
"구담가축병원","경상북도 안동시 풍천면 구담배나들길 42-1",
"경북가축병원","경상북도 안동시 제비원로 172 (금곡동)",
"대구가축병원","경상북도 안동시 옥서1길 70, 104동 703호 (옥동, 호반 베르디움)","054-858-2233",
"연합가축병원","경상북도 안동시 제비원로 135 (당북동)","054-853-6676",
"황동물병원","경상북도 안동시 제비원로 109 (당북동)","054-853-6675",
"보우종합동물병원","경상북도 안동시 제비원로 289-1 (안기동)","855-7100",
"안동봉화축협동물병원","경상북도 안동시 광석1길 17 (광석동)","858-8530",
"영민동물병원","경상북도 안동시 경북대로 555 (송현동)","054-858-8575",
"신세계동물병원","경상북도 안동시 퇴계로 127 (명륜동)","054-858-7553",
"서울종합동물병원","경상북도 안동시 제비원로 118 (옥야동)","853-8008",
"보경종합동물병원","경상북도 안동시 제비원로 113-16, 333동 120호 (당북동)","841-0025",
"안동제1 동물병원","경상북도 안동시 옥동1길 2 (옥동)","852-7582",
"경상북도 야생동물 구조관리센터","경상북도 안동시 도산면 퇴계로 2150-44","054-840-8251",
"삼천포제일가축병원","경상남도 사천시 동금4길 27 (동금동)",
"곤양가축병원",
"사천수산동물병원","","8528681",
"노산동물병원",
"우리동물병원","경상남도 사천시 곤양면 서삼로 22-1",
"촉석동물병원","경상남도 사천시 축동면 용산1길 29-15",
"경북대학교 수의과대학 부속동물병원(분원)","경상북도 상주시 경상대로 2559 (가장동)","054-530-1970",
"그린종합동물병원","경상북도 상주시 왕산로 92 (남성동)",
"임동가축병원","경상북도 안동시 임동면 챗거리길 39",
"구담가축병원","경상북도 안동시 풍천면 구담배나들길 42-1",
"경북가축병원","경상북도 안동시 제비원로 172 (금곡동)",
"대구가축병원","경상북도 안동시 옥서1길 70, 104동 703호 (옥동, 호반 베르디움)","054-858-2233",
"연합가축병원","경상북도 안동시 제비원로 135 (당북동)","054-853-6676",
"황동물병원","경상북도 안동시 제비원로 109 (당북동)","054-853-6675",
"보우종합동물병원","경상북도 안동시 제비원로 289-1 (안기동)","855-7100",
"안동봉화축협동물병원","경상북도 안동시 광석1길 17 (광석동)","858-8530",
"영민동물병원","경상북도 안동시 경북대로 555 (송현동)","054-858-8575",
"신세계동물병원","경상북도 안동시 퇴계로 127 (명륜동)","054-858-7553",
"서울종합동물병원","경상북도 안동시 제비원로 118 (옥야동)","853-8008",
"보경종합동물병원","경상북도 안동시 제비원로 113-16, 333동 120호 (당북동)","841-0025",
"안동제1 동물병원","경상북도 안동시 옥동1길 2 (옥동)","852-7582",
"경상북도 야생동물 구조관리센터","경상북도 안동시 도산면 퇴계로 2150-44","054-840-8251",
"삼천포제일가축병원","경상남도 사천시 동금4길 27 (동금동)",
"곤양가축병원",
"사천수산동물병원","","8528681",
"노산동물병원",
"우리동물병원","경상남도 사천시 곤양면 서삼로 22-1",
"촉석동물병원","경상남도 사천시 축동면 용산1길 29-15",
"동원동물병원","경상남도 사천시 사천읍 진삼로 1527","055-852-0797",
"사천축협동물병원","","851-5860",
"사천축협동물병원","경상남도 사천시 사천읍 사천대로 1817 (사천축협)","055-851-5860",
"사천동물병원","경상남도 사천시 사천읍 두량로 6",
"동물병원 WITH-PAT","경상남도 사천시 사천읍 사천읍성로 12","855-1275",
"현대동물병원","경상남도 사천시 정동면 진삼로 1344",
"대구가축병원","경상북도 군위군 군위읍 중앙길 122-1",
"도수의과가축병원","경상북도 군위군 군위읍 군청로 123",
"보우종합동물병원","경상북도 안동시 제비원로 289-1 (안기동)","855-7100",
"안동봉화축협동물병원","경상북도 안동시 광석1길 17 (광석동)","858-8530",
"영민동물병원","경상북도 안동시 경북대로 555 (송현동)","054-858-8575",
"신세계동물병원","경상북도 안동시 퇴계로 127 (명륜동)","054-858-7553",
"서울종합동물병원","경상북도 안동시 제비원로 118 (옥야동)","853-8008",
"보경종합동물병원","경상북도 안동시 제비원로 113-16, 333동 120호 (당북동)","841-0025",
"안동제1 동물병원","경상북도 안동시 옥동1길 2 (옥동)","852-7582",
"경상북도 야생동물 구조관리센터","경상북도 안동시 도산면 퇴계로 2150-44","054-840-8251",
"삼천포제일가축병원","경상남도 사천시 동금4길 27 (동금동)",
"곤양가축병원",
"사천수산동물병원","","8528681",
"노산동물병원",
"우리동물병원","경상남도 사천시 곤양면 서삼로 22-1",
"촉석동물병원","경상남도 사천시 축동면 용산1길 29-15",
"동원동물병원","경상남도 사천시 사천읍 진삼로 1527","055-852-0797",
"사천축협동물병원","","851-5860",
"사천축협동물병원","경상남도 사천시 사천읍 사천대로 1817 (사천축협)","055-851-5860",
"사천동물병원","경상남도 사천시 사천읍 두량로 6",
"동물병원 WITH-PAT","경상남도 사천시 사천읍 사천읍성로 12","855-1275",
"현대동물병원","경상남도 사천시 정동면 진삼로 1344",
"대구가축병원","경상북도 군위군 군위읍 중앙길 122-1",
"도수의과가축병원","경상북도 군위군 군위읍 군청로 123",
"박성준 동물병원","경상북도 군위군 군위읍 중앙길 136-1",
"우성동물병원","경상북도 군위군 군위읍 중앙1길 17","054-382-1357",
"버팔로 동물병원","경상북도 군위군 군위읍 중앙길 23",
"울진가축병원","경상북도 울진군 울진읍 연호로 21-4","054-783-5200",
"대구가축병원","경상북도 울진군 울진읍 울진중앙로 80",
"킴스동물병원","경상북도 울진군 울진읍 울진중앙로 41 (M모텔)","054-781-7782",
"영남동물병원","경상북도 성주군 성주읍 성주읍4길 4",
"서부동물병원",
"삼천포제일가축병원","경상남도 사천시 동금4길 27 (동금동)",
"곤양가축병원",
"사천수산동물병원","","8528681",
"노산동물병원",
"우리동물병원","경상남도 사천시 곤양면 서삼로 22-1",
"촉석동물병원","경상남도 사천시 축동면 용산1길 29-15",
"동원동물병원","경상남도 사천시 사천읍 진삼로 1527","055-852-0797",
"사천축협동물병원","","851-5860",
"사천축협동물병원","경상남도 사천시 사천읍 사천대로 1817 (사천축협)","055-851-5860",
"사천동물병원","경상남도 사천시 사천읍 두량로 6",
"동물병원 WITH-PAT","경상남도 사천시 사천읍 사천읍성로 12","855-1275",
"현대동물병원","경상남도 사천시 정동면 진삼로 1344",
"대구가축병원","경상북도 군위군 군위읍 중앙길 122-1",
"도수의과가축병원","경상북도 군위군 군위읍 군청로 123",
"박성준 동물병원","경상북도 군위군 군위읍 중앙길 136-1",
"우성동물병원","경상북도 군위군 군위읍 중앙1길 17","054-382-1357",
"버팔로 동물병원","경상북도 군위군 군위읍 중앙길 23",
"울진가축병원","경상북도 울진군 울진읍 연호로 21-4","054-783-5200",
"대구가축병원","경상북도 울진군 울진읍 울진중앙로 80",
"킴스동물병원","경상북도 울진군 울진읍 울진중앙로 41 (M모텔)","054-781-7782",
"영남동물병원","경상북도 성주군 성주읍 성주읍4길 4",
"서부동물병원",
"현대동물병원","경상북도 성주군 성주읍 성주순환로 271-2",
"화성동물병원","","933-0640",
"청솔동물병원","경상북도 성주군 성주읍 성주읍4길 42",
"강주혁동물병원",
"진성동물병원","경상북도 성주군 성주읍 성주순환로 271-3",
"성주가축병원",
"튼튼동물병원","경상북도 안동시 광명로 168, 102호 (옥동, 신성타워)","054-859-5449",
"이수의과의원","서울특별시 용산구 후암로 13-2 (후암동)","754-4978",
"사천축협동물병원","경상남도 사천시 사천읍 사천대로 1817 (사천축협)","055-851-5860",
"사천동물병원","경상남도 사천시 사천읍 두량로 6",
"동물병원 WITH-PAT","경상남도 사천시 사천읍 사천읍성로 12","855-1275",
"현대동물병원","경상남도 사천시 정동면 진삼로 1344",
"대구가축병원","경상북도 군위군 군위읍 중앙길 122-1",
"도수의과가축병원","경상북도 군위군 군위읍 군청로 123",
"박성준 동물병원","경상북도 군위군 군위읍 중앙길 136-1",
"우성동물병원","경상북도 군위군 군위읍 중앙1길 17","054-382-1357",
"버팔로 동물병원","경상북도 군위군 군위읍 중앙길 23",
"울진가축병원","경상북도 울진군 울진읍 연호로 21-4","054-783-5200",
"대구가축병원","경상북도 울진군 울진읍 울진중앙로 80",
"킴스동물병원","경상북도 울진군 울진읍 울진중앙로 41 (M모텔)","054-781-7782",
"영남동물병원","경상북도 성주군 성주읍 성주읍4길 4",
"서부동물병원",
"현대동물병원","경상북도 성주군 성주읍 성주순환로 271-2",
"화성동물병원","","933-0640",
"청솔동물병원","경상북도 성주군 성주읍 성주읍4길 42",
"강주혁동물병원",
"진성동물병원","경상북도 성주군 성주읍 성주순환로 271-3",
"성주가축병원",
"튼튼동물병원","경상북도 안동시 광명로 168, 102호 (옥동, 신성타워)","054-859-5449",
"이수의과의원","서울특별시 용산구 후암로 13-2 (후암동)","754-4978",
"남산동물병원","서울특별시 용산구 후암로 51, 지상1층 (후암동)","778-7582",
"효창동물병원","서울특별시 용산구 백범로 293 (효창동)","711-4527",
"21세기동물병원","서울특별시 용산구 보광로 46 (보광동, 용호빌딩 202호,203호(2층))","749-6750",
"한남동물병원","서울특별시 용산구 대사관로24길 28 (한남동)","793-9230",
"열린동물종합병원","서울특별시 용산구 원효로 171 (원효로2가)","3273-0075",
"원효종합동물병원","서울특별시 용산구 원효로 187 (원효로2가)","719-7070",
"한사랑동물병원","서울특별시 용산구 신흥로 36-1 (용산동2가)","749-8275",
"펫토이동물병원","서울특별시 용산구 대사관로 32 (한남동)","795-2184",
"버팔로 동물병원","경상북도 군위군 군위읍 중앙길 23",
"울진가축병원","경상북도 울진군 울진읍 연호로 21-4","054-783-5200",
"대구가축병원","경상북도 울진군 울진읍 울진중앙로 80",
"킴스동물병원","경상북도 울진군 울진읍 울진중앙로 41 (M모텔)","054-781-7782",
"영남동물병원","경상북도 성주군 성주읍 성주읍4길 4",
"서부동물병원",
"현대동물병원","경상북도 성주군 성주읍 성주순환로 271-2",
"화성동물병원","","933-0640",
"청솔동물병원","경상북도 성주군 성주읍 성주읍4길 42",
"강주혁동물병원",
"진성동물병원","경상북도 성주군 성주읍 성주순환로 271-3",
"성주가축병원",
"튼튼동물병원","경상북도 안동시 광명로 168, 102호 (옥동, 신성타워)","054-859-5449",
"이수의과의원","서울특별시 용산구 후암로 13-2 (후암동)","754-4978",
"남산동물병원","서울특별시 용산구 후암로 51, 지상1층 (후암동)","778-7582",
"효창동물병원","서울특별시 용산구 백범로 293 (효창동)","711-4527",
"21세기동물병원","서울특별시 용산구 보광로 46 (보광동, 용호빌딩 202호,203호(2층))","749-6750",
"한남동물병원","서울특별시 용산구 대사관로24길 28 (한남동)","793-9230",
"열린동물종합병원","서울특별시 용산구 원효로 171 (원효로2가)","3273-0075",
"원효종합동물병원","서울특별시 용산구 원효로 187 (원효로2가)","719-7070",
"한사랑동물병원","서울특별시 용산구 신흥로 36-1 (용산동2가)","749-8275",
"펫토이동물병원","서울특별시 용산구 대사관로 32 (한남동)","795-2184",
"청화종합동물병원","서울특별시 용산구 보광로 90 (이태원동,태광빌딩 1층)","792-7602",
"금강동물병원","서울특별시 용산구 이촌로 303, 21동 112호 (이촌동,현대아파트)","798-7512",
"라온동물병원","서울특별시 용산구 회나무로13길 6 (이태원동)","792-7585",
"아프리카동물병원","서울특별시 용산구 후암로 32, 지상1층 (후암동)","773-1119",
"엉클장동물병원","서울특별시 용산구 백범로 341 (원효로1가,외1필지 리첸시아A동 106호(지상1층))","713-0053",
"펫동물병원","서울특별시 용산구 백범로 285 (효창동,(지상1층))","3275-0079",
"(주)이상윤동물병원","서울특별시 용산구 이촌로 248, 105호 (이촌동, 한강맨션상가)","792-5455",
"차오름동물병원","서울특별시 용산구 효창원로 14 (산천동)","706-7975",
"청솔동물병원","경상북도 성주군 성주읍 성주읍4길 42",
"강주혁동물병원",
"진성동물병원","경상북도 성주군 성주읍 성주순환로 271-3",
"성주가축병원",
"튼튼동물병원","경상북도 안동시 광명로 168, 102호 (옥동, 신성타워)","054-859-5449",
"이수의과의원","서울특별시 용산구 후암로 13-2 (후암동)","754-4978",
"남산동물병원","서울특별시 용산구 후암로 51, 지상1층 (후암동)","778-7582",
"효창동물병원","서울특별시 용산구 백범로 293 (효창동)","711-4527",
"21세기동물병원","서울특별시 용산구 보광로 46 (보광동, 용호빌딩 202호,203호(2층))","749-6750",
"한남동물병원","서울특별시 용산구 대사관로24길 28 (한남동)","793-9230",
"열린동물종합병원","서울특별시 용산구 원효로 171 (원효로2가)","3273-0075",
"원효종합동물병원","서울특별시 용산구 원효로 187 (원효로2가)","719-7070",
"한사랑동물병원","서울특별시 용산구 신흥로 36-1 (용산동2가)","749-8275",
"펫토이동물병원","서울특별시 용산구 대사관로 32 (한남동)","795-2184",
"청화종합동물병원","서울특별시 용산구 보광로 90 (이태원동,태광빌딩 1층)","792-7602",
"금강동물병원","서울특별시 용산구 이촌로 303, 21동 112호 (이촌동,현대아파트)","798-7512",
"라온동물병원","서울특별시 용산구 회나무로13길 6 (이태원동)","792-7585",
"아프리카동물병원","서울특별시 용산구 후암로 32, 지상1층 (후암동)","773-1119",
"엉클장동물병원","서울특별시 용산구 백범로 341 (원효로1가,외1필지 리첸시아A동 106호(지상1층))","713-0053",
"펫동물병원","서울특별시 용산구 백범로 285 (효창동,(지상1층))","3275-0079",
"(주)이상윤동물병원","서울특별시 용산구 이촌로 248, 105호 (이촌동, 한강맨션상가)","792-5455",
"차오름동물병원","서울특별시 용산구 효창원로 14 (산천동)","706-7975",
"달래동물병원","서울특별시 용산구 한남대로20길 7, 지상1,2층 (한남동)","794-1255",
"민트동물병원","서울특별시 용산구 원효로 51, 119호 (산천동, 삼성테마트)","707-2235",
"보광동물병원","서울특별시 용산구 보광로 22-1 (보광동)","790-9808",
"이태원동물병원","서울특별시 용산구 녹사평대로 210, 1,2층 (이태원동)","797-6677",
"동물병원 메이","서울특별시 용산구 대사관로 41 (한남동, 2층)","02-797-4408",
"펫세상 동물병원","서울특별시 용산구 한강대로23길 55 (한강로3가, 이마트 지하2층 내)","02-2012-1256",
"퍼스동물병원","서울특별시 용산구 신흥로 54, 106호 (용산동2가)","02-790-7508",
"좋아서하는 동물병원","서울특별시 용산구 백범로 341, B동 113,114호 (문배동)","02-703-0075",
"21세기동물병원","서울특별시 용산구 보광로 46 (보광동, 용호빌딩 202호,203호(2층))","749-6750",
"한남동물병원","서울특별시 용산구 대사관로24길 28 (한남동)","793-9230",
"열린동물종합병원","서울특별시 용산구 원효로 171 (원효로2가)","3273-0075",
"원효종합동물병원","서울특별시 용산구 원효로 187 (원효로2가)","719-7070",
"한사랑동물병원","서울특별시 용산구 신흥로 36-1 (용산동2가)","749-8275",
"펫토이동물병원","서울특별시 용산구 대사관로 32 (한남동)","795-2184",
"청화종합동물병원","서울특별시 용산구 보광로 90 (이태원동,태광빌딩 1층)","792-7602",
"금강동물병원","서울특별시 용산구 이촌로 303, 21동 112호 (이촌동,현대아파트)","798-7512",
"라온동물병원","서울특별시 용산구 회나무로13길 6 (이태원동)","792-7585",
"아프리카동물병원","서울특별시 용산구 후암로 32, 지상1층 (후암동)","773-1119",
"엉클장동물병원","서울특별시 용산구 백범로 341 (원효로1가,외1필지 리첸시아A동 106호(지상1층))","713-0053",
"펫동물병원","서울특별시 용산구 백범로 285 (효창동,(지상1층))","3275-0079",
"(주)이상윤동물병원","서울특별시 용산구 이촌로 248, 105호 (이촌동, 한강맨션상가)","792-5455",
"차오름동물병원","서울특별시 용산구 효창원로 14 (산천동)","706-7975",
"달래동물병원","서울특별시 용산구 한남대로20길 7, 지상1,2층 (한남동)","794-1255",
"민트동물병원","서울특별시 용산구 원효로 51, 119호 (산천동, 삼성테마트)","707-2235",
"보광동물병원","서울특별시 용산구 보광로 22-1 (보광동)","790-9808",
"이태원동물병원","서울특별시 용산구 녹사평대로 210, 1,2층 (이태원동)","797-6677",
"동물병원 메이","서울특별시 용산구 대사관로 41 (한남동, 2층)","02-797-4408",
"펫세상 동물병원","서울특별시 용산구 한강대로23길 55 (한강로3가, 이마트 지하2층 내)","02-2012-1256",
"퍼스동물병원","서울특별시 용산구 신흥로 54, 106호 (용산동2가)","02-790-7508",
"좋아서하는 동물병원","서울특별시 용산구 백범로 341, B동 113,114호 (문배동)","02-703-0075",
"Wiz-Pet 동물병원","경기도 고양시 일산동구 중앙로 1036 (백석동)",
"퍼스트 독 동물병원","제주특별자치도 제주시 월광로 34 (노형동)","064-713-1517",
"아띠동물의료센터","서울특별시 동대문구 사가정로 51 (답십리동)","02-6242-8275",
"24시센트럴동물메디컬센터","서울특별시 성동구 고산자로 207 (행당동)","02-3395-7975",
"이윤세동물병원","서울특별시 성동구 행당로 76, 109호 (행당동, 한진노변상가)","02-2282-7503",
"한양동물메디컬센터","서울특별시 성동구 왕십리로 282 (행당동)","02-2281-5200",
"서울숲동물병원","서울특별시 성동구 뚝섬로 386 (성수동2가)","02-466-2475",
"옥수.수 동물병원","서울특별시 성동구 독서당로40길 39, 213호 (옥수동, 어울림상가)","02-2291-7582",
"라온동물병원","서울특별시 용산구 회나무로13길 6 (이태원동)","792-7585",
"아프리카동물병원","서울특별시 용산구 후암로 32, 지상1층 (후암동)","773-1119",
"엉클장동물병원","서울특별시 용산구 백범로 341 (원효로1가,외1필지 리첸시아A동 106호(지상1층))","713-0053",
"펫동물병원","서울특별시 용산구 백범로 285 (효창동,(지상1층))","3275-0079",
"(주)이상윤동물병원","서울특별시 용산구 이촌로 248, 105호 (이촌동, 한강맨션상가)","792-5455",
"차오름동물병원","서울특별시 용산구 효창원로 14 (산천동)","706-7975",
"달래동물병원","서울특별시 용산구 한남대로20길 7, 지상1,2층 (한남동)","794-1255",
"민트동물병원","서울특별시 용산구 원효로 51, 119호 (산천동, 삼성테마트)","707-2235",
"보광동물병원","서울특별시 용산구 보광로 22-1 (보광동)","790-9808",
"이태원동물병원","서울특별시 용산구 녹사평대로 210, 1,2층 (이태원동)","797-6677",
"동물병원 메이","서울특별시 용산구 대사관로 41 (한남동, 2층)","02-797-4408",
"펫세상 동물병원","서울특별시 용산구 한강대로23길 55 (한강로3가, 이마트 지하2층 내)","02-2012-1256",
"퍼스동물병원","서울특별시 용산구 신흥로 54, 106호 (용산동2가)","02-790-7508",
"좋아서하는 동물병원","서울특별시 용산구 백범로 341, B동 113,114호 (문배동)","02-703-0075",
"Wiz-Pet 동물병원","경기도 고양시 일산동구 중앙로 1036 (백석동)",
"퍼스트 독 동물병원","제주특별자치도 제주시 월광로 34 (노형동)","064-713-1517",
"아띠동물의료센터","서울특별시 동대문구 사가정로 51 (답십리동)","02-6242-8275",
"24시센트럴동물메디컬센터","서울특별시 성동구 고산자로 207 (행당동)","02-3395-7975",
"이윤세동물병원","서울특별시 성동구 행당로 76, 109호 (행당동, 한진노변상가)","02-2282-7503",
"한양동물메디컬센터","서울특별시 성동구 왕십리로 282 (행당동)","02-2281-5200",
"서울숲동물병원","서울특별시 성동구 뚝섬로 386 (성수동2가)","02-466-2475",
"옥수.수 동물병원","서울특별시 성동구 독서당로40길 39, 213호 (옥수동, 어울림상가)","02-2291-7582",
"도담동물병원(출장진료전문 동물병원)","서울특별시 성동구 독서당로59길 84, 신동아아파트상가동 1층 111호 (행당동)",
"라임동물병원","서울특별시 성동구 무학로 16 (홍익동)","02-2281-8122",
"성동동물종합병원","서울특별시 성동구 아차산로 75 (성수동2가)","02-467-5656",
"바른동물병원","서울특별시 성동구 독서당로 270, 상가동 2층 206호 (금호동4가, 금호동 대우아파트)","02-2297-7570",
"기린동물병원","서울특별시 성동구 마장로 296 (마장동)","02-2291-8275",
"24시왕십리조은동물병원","서울특별시 성동구 왕십리로 347 (하왕십리동)","02-2297-0075",
"24시LC동물의료센터","서울특별시 성동구 천호대로 288 (용답동)","02-3394-7530",
"텐즈힐링동물병원","서울특별시 성동구 마장로 137, 221동 134호 (상왕십리동, 텐즈힐몰)","02-2295-0975",
"보광동물병원","서울특별시 용산구 보광로 22-1 (보광동)","790-9808",
"이태원동물병원","서울특별시 용산구 녹사평대로 210, 1,2층 (이태원동)","797-6677",
"동물병원 메이","서울특별시 용산구 대사관로 41 (한남동, 2층)","02-797-4408",
"펫세상 동물병원","서울특별시 용산구 한강대로23길 55 (한강로3가, 이마트 지하2층 내)","02-2012-1256",
"퍼스동물병원","서울특별시 용산구 신흥로 54, 106호 (용산동2가)","02-790-7508",
"좋아서하는 동물병원","서울특별시 용산구 백범로 341, B동 113,114호 (문배동)","02-703-0075",
"Wiz-Pet 동물병원","경기도 고양시 일산동구 중앙로 1036 (백석동)",
"퍼스트 독 동물병원","제주특별자치도 제주시 월광로 34 (노형동)","064-713-1517",
"아띠동물의료센터","서울특별시 동대문구 사가정로 51 (답십리동)","02-6242-8275",
"24시센트럴동물메디컬센터","서울특별시 성동구 고산자로 207 (행당동)","02-3395-7975",
"이윤세동물병원","서울특별시 성동구 행당로 76, 109호 (행당동, 한진노변상가)","02-2282-7503",
"한양동물메디컬센터","서울특별시 성동구 왕십리로 282 (행당동)","02-2281-5200",
"서울숲동물병원","서울특별시 성동구 뚝섬로 386 (성수동2가)","02-466-2475",
"옥수.수 동물병원","서울특별시 성동구 독서당로40길 39, 213호 (옥수동, 어울림상가)","02-2291-7582",
"도담동물병원(출장진료전문 동물병원)","서울특별시 성동구 독서당로59길 84, 신동아아파트상가동 1층 111호 (행당동)",
"라임동물병원","서울특별시 성동구 무학로 16 (홍익동)","02-2281-8122",
"성동동물종합병원","서울특별시 성동구 아차산로 75 (성수동2가)","02-467-5656",
"바른동물병원","서울특별시 성동구 독서당로 270, 상가동 2층 206호 (금호동4가, 금호동 대우아파트)","02-2297-7570",
"기린동물병원","서울특별시 성동구 마장로 296 (마장동)","02-2291-8275",
"24시왕십리조은동물병원","서울특별시 성동구 왕십리로 347 (하왕십리동)","02-2297-0075",
"24시LC동물의료센터","서울특별시 성동구 천호대로 288 (용답동)","02-3394-7530",
"텐즈힐링동물병원","서울특별시 성동구 마장로 137, 221동 134호 (상왕십리동, 텐즈힐몰)","02-2295-0975",
"SL동물병원","서울특별시 성동구 왕십리로 340, 1층 (도선동)","02-2299-8575",
"봉 동물병원","충청남도 논산시 중앙로 219-1 (내동)",
"함께하는동물병원","서울특별시 성동구 독서당로 200 (옥수동)","02-2299-3283",
"평화와생명동물병원","서울특별시 성동구 행당로 76, 110호 (행당동, 한진노변상가)","02-3395-0075",
"오렌지동물병원","서울특별시 성동구 행당로8길 41-2 (행당동)","02-2297-7582",
"생명사랑동물병원","서울특별시 성동구 독서당로 206 (옥수동,2층)","02-2299-7582",
"성수동물병원","서울특별시 성동구 왕십리로 100 (성수동1가)","02-463-9690",
"한빛동물병원","서울특별시 성동구 금호산길 63-1 (금호동2가)","02-2233-1848",
"아띠동물의료센터","서울특별시 동대문구 사가정로 51 (답십리동)","02-6242-8275",
"24시센트럴동물메디컬센터","서울특별시 성동구 고산자로 207 (행당동)","02-3395-7975",
